hours_studied,attendance,previous_gpa,tutoring_sessions,sleep_hours,stress_level,screen_time,exam_anxiety,gender,age,part_time_job,study_method,diet_quality,internet_quality,extracurricular,family_income,final_grade,final_gpa,risk_status
4.42,83.99,2.85,1,5.45,6,4.86,2,female,20,yes,offline,average,excellent,yes,high,C,2.76,Not At Risk
8.64,80.86,3.69,6,6.31,6,2.38,8,female,27,yes,online,poor,poor,no,low,A,3.68,Not At Risk
11.45,89.91,1.42,7,9.38,9,8.71,10,female,20,no,offline,good,good,yes,high,C,2.61,Not At Risk
10.31,71.42,3.29,2,5.58,6,0.45,10,male,22,yes,offline,poor,average,yes,high,B,3.32,Not At Risk
10.67,90.24,3.46,6,7.64,2,2.08,10,female,27,yes,offline,poor,excellent,yes,low,A,3.84,Not At Risk
2.02,84.57,1.47,4,5.2,7,1.12,1,male,24,yes,offline,average,good,yes,middle,D,2.34,At Risk
11.0,71.13,2.98,4,4.82,4,5.42,7,female,25,yes,offline,poor,good,yes,middle,A,3.51,Not At Risk
4.54,40.95,1.3,0,5.2,0,0.48,2,female,25,no,hybrid,poor,excellent,yes,low,B,3.08,Not At Risk
4.88,92.19,3.65,0,5.49,10,3.81,0,female,26,yes,offline,average,average,no,high,C,2.57,Not At Risk
11.61,75.87,3.98,4,6.12,3,6.83,1,male,24,no,online,poor,good,no,high,A,3.86,Not At Risk
4.55,82.72,1.25,5,5.39,1,0.75,8,female,24,no,offline,poor,excellent,no,high,B,3.37,Not At Risk
0.92,41.35,1.08,5,8.28,6,2.29,9,male,20,no,offline,good,poor,no,middle,F,0.34,At Risk
10.52,70.01,2.98,7,5.72,3,5.67,5,female,29,yes,hybrid,poor,average,yes,middle,A,3.85,Not At Risk
0.34,59.58,3.09,0,4.31,10,8.66,8,female,16,yes,offline,good,excellent,yes,high,F,0.79,At Risk
7.34,69.88,3.62,2,6.71,6,8.87,1,female,26,no,offline,poor,excellent,no,high,B,3.37,Not At Risk
9.39,70.17,2.53,4,4.61,0,1.22,0,female,25,no,offline,good,average,no,high,A,3.95,Not At Risk
11.52,97.58,1.3,2,4.03,4,4.88,6,female,29,no,offline,good,good,yes,high,B,3.35,Not At Risk
1.48,98.65,1.82,2,5.96,7,8.06,3,female,24,no,online,average,poor,yes,middle,F,0.69,At Risk
0.83,50.56,2.14,5,7.53,6,9.05,4,female,22,no,hybrid,good,poor,no,high,F,1.21,At Risk
10.11,84.94,3.32,3,5.32,1,9.75,0,male,27,no,online,poor,poor,no,middle,A,3.94,Not At Risk
8.15,79.4,2.11,0,4.51,1,5.03,10,male,25,no,online,poor,average,yes,middle,C,2.81,Not At Risk
11.66,58.89,2.75,3,6.89,10,10.6,8,male,26,yes,hybrid,good,poor,yes,high,D,2.43,At Risk
4.82,96.06,3.55,6,4.54,4,2.89,1,female,23,no,online,average,poor,yes,low,A,3.84,Not At Risk
6.05,54.83,2.45,0,5.36,6,8.37,4,female,21,yes,offline,good,good,no,high,D,2.1,At Risk
9.36,75.86,1.31,3,5.8,4,6.99,3,female,24,no,online,poor,poor,no,middle,B,3.08,Not At Risk
2.97,75.58,2.08,1,5.42,8,4.26,7,female,25,yes,offline,average,good,no,middle,F,0.58,At Risk
9.81,44.96,3.45,2,6.84,9,8.68,4,female,20,no,online,poor,average,yes,low,C,2.59,Not At Risk
6.2,48.56,1.46,7,7.91,9,1.91,0,female,21,no,hybrid,average,poor,yes,low,C,2.52,Not At Risk
7.74,51.82,2.35,0,8.73,9,2.62,4,male,29,no,offline,poor,poor,yes,middle,D,2.2,At Risk
7.92,97.24,2.85,2,9.33,3,11.83,7,male,23,yes,online,average,excellent,yes,low,B,3.18,Not At Risk
3.98,88.11,1.45,3,8.27,10,11.11,7,female,28,yes,online,poor,excellent,no,high,F,1.57,At Risk
9.48,55.59,1.33,7,5.1,10,6.74,6,male,29,no,hybrid,good,good,no,middle,D,2.25,At Risk
10.4,69.4,2.86,4,6.42,4,11.47,5,male,28,no,online,poor,poor,yes,high,A,3.66,Not At Risk
9.94,70.67,3.05,4,6.84,1,11.91,5,female,24,yes,hybrid,average,poor,no,low,A,3.72,Not At Risk
4.69,72.31,2.44,3,6.39,8,2.93,10,male,18,yes,offline,good,excellent,no,middle,F,0.56,At Risk
0.09,99.52,3.85,4,7.52,7,9.26,9,female,26,no,hybrid,poor,excellent,no,high,F,1.68,At Risk
10.5,40.86,3.93,3,7.53,0,3.6,10,female,25,no,offline,poor,poor,no,high,A,3.73,Not At Risk
6.16,65.09,2.18,6,6.65,9,4.74,0,male,25,no,online,average,average,yes,high,B,3.4,Not At Risk
11.15,47.96,2.98,0,9.58,10,3.49,7,male,19,yes,hybrid,average,excellent,no,high,C,2.98,Not At Risk
5.99,86.93,3.24,7,9.6,2,7.97,8,female,29,no,online,average,average,no,low,A,3.56,Not At Risk
5.89,48.24,1.2,1,5.95,3,8.02,6,female,18,no,hybrid,average,average,no,high,D,2.25,At Risk
1.9,51.35,3.46,1,4.7,0,1.48,7,female,22,no,hybrid,good,average,no,high,C,2.95,Not At Risk
2.61,78.75,3.92,5,8.93,2,2.62,2,female,24,yes,offline,good,average,no,high,A,3.86,Not At Risk
5.57,52.73,3.13,0,8.31,7,10.39,10,male,21,no,hybrid,poor,poor,no,middle,F,0.09,At Risk
3.74,44.93,3.33,7,5.22,3,1.83,3,male,18,no,hybrid,poor,good,no,middle,B,3.2,Not At Risk
1.79,81.31,3.29,7,7.33,10,8.35,9,male,21,no,online,good,excellent,yes,high,F,1.32,At Risk
4.99,50.17,2.85,6,9.46,0,0.63,8,male,21,no,hybrid,average,poor,no,low,A,3.97,Not At Risk
5.69,72.19,1.25,6,6.78,5,10.66,1,male,20,yes,online,poor,good,yes,low,C,2.81,Not At Risk
4.71,57.24,2.35,3,6.92,6,5.18,6,male,26,no,online,good,average,no,middle,D,2.23,At Risk
0.07,43.69,1.94,1,6.57,10,9.41,8,female,20,yes,online,poor,average,yes,low,F,1.16,At Risk
9.77,69.0,2.17,5,6.78,6,0.69,8,female,25,no,hybrid,average,average,no,middle,B,3.13,Not At Risk
3.93,43.87,1.63,5,8.21,9,4.64,7,female,27,yes,online,average,excellent,yes,middle,F,1.53,At Risk
11.15,54.59,1.54,4,9.79,0,8.19,9,male,19,no,online,average,poor,yes,middle,A,3.59,Not At Risk
11.71,80.68,2.41,7,9.67,9,6.86,7,male,22,no,online,average,good,yes,high,B,3.02,Not At Risk
11.02,76.34,3.16,0,8.33,4,8.41,8,female,23,yes,hybrid,good,poor,no,low,B,3.07,Not At Risk
0.45,86.34,3.1,4,6.78,4,10.03,2,female,22,yes,online,average,good,yes,high,C,2.87,Not At Risk
1.09,80.94,3.27,7,4.3,6,2.44,0,male,23,no,offline,average,excellent,no,low,B,3.22,Not At Risk
6.96,52.45,1.67,0,5.79,1,5.25,8,female,22,yes,hybrid,good,excellent,no,low,C,2.79,Not At Risk
8.43,98.86,2.8,2,9.6,7,9.78,3,female,21,yes,online,average,average,yes,middle,B,3.01,Not At Risk
5.47,88.22,1.92,4,8.64,0,4.55,9,female,24,no,offline,average,good,yes,high,B,3.0,Not At Risk
7.42,64.46,1.03,2,8.94,9,5.76,9,male,19,no,online,poor,poor,yes,middle,F,0.54,At Risk
4.93,92.33,1.93,6,6.56,9,4.81,8,female,20,yes,offline,good,good,no,high,D,2.2,At Risk
4.01,51.24,3.0,7,6.8,9,8.22,8,male,18,yes,hybrid,good,good,yes,middle,F,0.76,At Risk
6.4,71.17,1.03,6,4.87,10,9.95,4,female,20,yes,offline,good,excellent,yes,high,F,0.94,At Risk
4.5,99.57,1.67,1,5.6,10,10.91,2,male,27,no,online,good,excellent,no,low,F,0.35,At Risk
4.15,99.0,2.77,3,4.64,2,7.57,0,female,25,yes,hybrid,poor,good,yes,middle,A,3.53,Not At Risk
7.95,55.91,1.69,2,6.47,7,6.46,2,female,19,no,hybrid,good,good,no,middle,C,2.86,Not At Risk
11.52,98.47,2.89,5,8.59,7,4.84,3,male,26,yes,hybrid,average,poor,yes,low,A,3.78,Not At Risk
3.18,83.32,1.79,5,6.38,3,6.7,9,female,18,yes,offline,good,good,yes,middle,D,2.37,At Risk
6.23,44.13,1.85,4,5.41,10,7.92,7,male,29,no,offline,good,good,yes,high,F,1.2,At Risk
1.21,40.03,2.41,2,9.76,4,4.93,0,male,25,yes,offline,poor,poor,yes,high,C,2.55,Not At Risk
4.15,49.04,1.93,7,6.94,5,9.91,3,male,29,yes,hybrid,good,average,yes,middle,C,2.97,Not At Risk
0.63,96.83,1.48,1,4.39,8,11.73,8,male,21,yes,offline,good,good,yes,high,F,0.29,At Risk
3.26,52.83,3.84,7,6.56,8,8.15,2,male,19,no,offline,average,excellent,no,low,C,2.73,Not At Risk
5.94,89.22,1.22,2,8.47,10,4.17,3,male,19,no,offline,poor,good,yes,low,D,2.24,At Risk
10.94,43.2,1.4,7,7.4,1,8.84,0,female,19,yes,offline,good,good,yes,middle,A,3.6,Not At Risk
2.14,56.47,4.0,1,5.34,0,10.36,4,male,28,yes,online,good,excellent,no,low,C,2.77,Not At Risk
5.78,78.31,1.48,3,7.12,7,10.68,10,female,28,no,offline,poor,poor,no,low,F,1.32,At Risk
0.91,71.12,2.56,4,8.47,0,2.61,4,male,22,no,hybrid,good,poor,yes,high,B,3.42,Not At Risk
9.92,42.61,2.53,0,4.53,8,3.24,8,female,25,yes,online,good,average,no,middle,D,2.31,At Risk
11.67,51.46,1.14,4,6.33,6,2.76,3,male,22,no,offline,poor,excellent,yes,low,B,3.16,Not At Risk
1.68,42.0,2.67,3,6.02,8,8.08,5,female,18,yes,online,average,excellent,no,low,F,1.09,At Risk
0.42,93.81,3.54,6,8.23,4,2.58,3,male,25,no,hybrid,good,poor,yes,high,B,3.3,Not At Risk
3.04,61.51,1.11,1,9.22,8,5.65,3,female,28,yes,hybrid,good,excellent,no,high,F,1.53,At Risk
8.99,77.62,2.96,4,9.07,3,7.1,3,female,17,no,online,good,excellent,no,middle,A,3.67,Not At Risk
8.63,74.4,1.61,3,9.05,0,0.86,4,female,21,yes,online,poor,good,yes,low,A,3.69,Not At Risk
11.58,63.84,3.3,0,6.31,6,5.11,0,male,26,no,online,poor,average,no,high,A,3.8,Not At Risk
3.29,51.16,3.9,5,7.06,2,1.03,5,female,19,no,online,good,excellent,no,middle,B,3.06,Not At Risk
10.98,75.06,3.54,3,8.37,5,6.74,8,female,16,no,hybrid,poor,average,no,high,A,3.68,Not At Risk
10.89,70.49,1.56,0,5.16,5,8.08,0,female,25,no,offline,good,good,yes,high,B,3.37,Not At Risk
5.49,59.07,2.47,5,7.24,1,0.02,8,male,29,no,offline,poor,average,yes,high,B,3.1,Not At Risk
3.16,69.17,2.45,7,5.23,9,6.96,9,male,20,no,online,average,average,yes,middle,F,1.2,At Risk
7.29,44.02,2.52,3,8.1,3,11.53,8,female,26,yes,offline,average,average,yes,low,C,2.64,Not At Risk
4.86,56.79,1.53,6,6.25,2,7.2,1,female,23,yes,online,poor,poor,no,low,B,3.04,Not At Risk
11.36,92.11,3.79,4,8.57,2,6.38,8,female,16,yes,hybrid,poor,average,no,middle,A,3.57,Not At Risk
9.93,90.32,2.9,7,8.26,7,6.55,10,female,24,yes,offline,good,poor,yes,middle,B,3.2,Not At Risk
4.21,79.61,3.28,4,9.55,5,5.96,4,male,28,yes,hybrid,good,average,yes,middle,B,3.44,Not At Risk
2.38,73.94,3.11,4,7.42,1,2.76,9,male,21,no,online,average,good,yes,low,B,3.34,Not At Risk
5.73,68.12,2.87,6,5.24,10,6.9,8,male,26,yes,offline,average,average,no,low,D,2.33,At Risk
3.84,97.87,2.39,2,5.47,10,11.39,10,male,25,no,online,average,good,no,high,F,0.28,At Risk
2.58,53.26,3.03,7,8.81,10,1.2,6,male,27,no,hybrid,poor,average,yes,low,D,2.35,At Risk
2.23,96.78,1.81,1,9.94,8,1.15,6,female,25,yes,online,average,excellent,no,high,D,2.44,At Risk
6.1,87.67,2.59,3,6.53,1,3.93,9,female,25,yes,offline,poor,excellent,no,middle,B,3.04,Not At Risk
9.28,79.37,2.16,0,5.32,4,7.58,1,male,22,no,hybrid,good,good,no,middle,B,3.17,Not At Risk
6.98,78.28,2.03,4,5.14,0,4.17,6,female,21,yes,offline,good,poor,no,low,A,3.83,Not At Risk
4.24,55.89,2.08,0,6.11,3,0.1,3,female,27,no,offline,good,average,yes,middle,C,2.97,Not At Risk
9.27,95.44,1.63,5,4.67,3,11.99,9,female,28,no,hybrid,average,poor,yes,high,B,3.0,Not At Risk
1.2,81.8,1.52,0,8.78,7,9.36,4,female,22,yes,hybrid,good,excellent,yes,high,F,0.12,At Risk
8.23,81.92,2.83,1,8.96,10,7.33,3,female,28,no,offline,poor,average,yes,low,C,2.93,Not At Risk
5.5,54.36,1.44,4,5.92,0,6.22,2,male,17,no,hybrid,average,good,no,high,B,3.06,Not At Risk
10.58,65.05,1.52,3,5.49,4,10.94,2,female,23,no,offline,average,average,no,high,B,3.09,Not At Risk
8.47,53.86,3.48,3,6.58,0,10.33,4,male,26,yes,offline,poor,poor,no,high,A,3.7,Not At Risk
1.29,58.81,1.09,7,7.02,5,9.01,2,male,19,no,hybrid,good,average,yes,middle,D,2.2,At Risk
4.0,46.43,1.45,0,6.69,8,2.84,6,female,17,no,offline,poor,poor,yes,low,F,0.69,At Risk
2.15,82.42,1.76,0,6.41,5,4.88,5,female,18,no,hybrid,good,good,yes,middle,F,1.69,At Risk
7.83,75.7,1.7,4,9.17,3,5.53,4,female,29,yes,offline,good,excellent,no,middle,A,3.6,Not At Risk
11.46,86.6,2.51,7,6.25,5,6.26,4,female,20,no,offline,average,excellent,yes,high,A,3.64,Not At Risk
9.59,48.94,1.59,7,7.9,4,7.77,8,female,23,yes,hybrid,good,excellent,no,low,B,3.17,Not At Risk
2.29,86.04,2.37,3,5.19,1,7.02,3,male,17,yes,hybrid,good,poor,yes,middle,B,3.32,Not At Risk
2.47,67.87,3.48,6,5.75,4,1.42,1,male,20,yes,offline,poor,poor,yes,high,A,3.55,Not At Risk
3.22,40.95,3.21,5,7.04,10,9.65,3,male,19,yes,offline,good,poor,no,middle,F,0.26,At Risk
5.11,85.05,3.09,6,7.93,4,3.93,3,female,25,no,online,good,average,no,middle,A,3.75,Not At Risk
4.73,41.4,3.36,4,5.37,5,6.28,1,female,27,yes,hybrid,poor,poor,yes,high,B,3.12,Not At Risk
2.3,49.54,2.86,0,9.88,10,11.37,3,male,19,no,online,poor,average,yes,middle,F,0.89,At Risk
7.52,45.22,2.68,3,8.36,3,4.82,0,male,24,yes,offline,average,good,yes,high,A,3.7,Not At Risk
0.55,47.96,2.21,0,5.15,7,6.18,5,female,27,yes,hybrid,average,average,yes,low,F,1.69,At Risk
1.43,71.97,1.06,1,4.08,1,4.34,10,male,24,no,hybrid,poor,excellent,no,middle,F,0.04,At Risk
2.85,40.2,3.68,7,8.21,1,5.14,5,male,25,no,online,average,excellent,yes,low,B,3.45,Not At Risk
7.3,43.66,2.47,2,6.66,10,9.71,7,female,29,no,online,average,average,yes,high,F,0.6,At Risk
8.23,48.79,2.35,3,6.0,3,7.7,6,female,23,yes,offline,average,average,yes,high,B,3.24,Not At Risk
3.49,57.98,3.58,7,5.73,2,4.51,2,female,24,no,hybrid,good,good,yes,high,A,3.98,Not At Risk
6.74,49.61,2.33,4,6.25,8,2.1,3,male,18,no,online,good,excellent,yes,high,C,2.9,Not At Risk
9.85,80.63,3.77,2,6.08,9,0.01,8,male,27,yes,offline,poor,good,no,high,B,3.17,Not At Risk
5.85,49.6,3.16,1,9.37,3,9.12,0,male,16,no,hybrid,good,excellent,yes,middle,B,3.47,Not At Risk
1.74,80.02,1.67,3,4.51,4,6.96,9,female,17,no,hybrid,average,poor,yes,middle,F,1.19,At Risk
1.12,65.96,1.24,0,4.8,1,4.33,8,male,22,no,hybrid,poor,excellent,no,high,F,1.45,At Risk
2.92,46.61,2.63,0,4.26,2,5.93,2,male,29,no,hybrid,average,poor,yes,low,C,2.71,Not At Risk
6.95,88.52,2.1,5,8.71,5,5.98,6,female,22,yes,online,average,good,yes,low,B,3.14,Not At Risk
8.42,70.64,1.83,1,5.06,10,5.54,0,female,25,no,online,average,average,yes,low,C,2.76,Not At Risk
8.28,89.49,1.17,4,6.94,8,6.46,4,female,19,no,online,poor,average,yes,high,C,2.52,Not At Risk
9.89,80.76,2.8,2,6.11,10,8.69,5,female,18,yes,offline,poor,good,no,middle,C,2.76,Not At Risk
5.39,51.23,1.64,1,7.74,7,8.13,2,male,25,no,hybrid,poor,excellent,yes,middle,D,2.17,At Risk
1.0,82.29,2.27,2,4.37,9,4.26,0,female,25,yes,hybrid,poor,poor,yes,high,F,1.51,At Risk
6.3,87.94,2.09,0,4.68,2,10.15,10,male,21,no,offline,poor,excellent,no,middle,D,2.45,At Risk
1.56,76.44,2.44,7,7.19,2,0.99,2,female,29,yes,offline,good,poor,yes,middle,A,3.74,Not At Risk
6.17,92.14,3.18,5,9.75,10,0.29,0,male,22,no,offline,good,average,no,middle,A,3.54,Not At Risk
0.33,62.38,2.98,5,5.36,9,6.69,7,male,29,no,online,poor,poor,yes,middle,F,0.89,At Risk
1.5,77.22,3.56,7,8.04,2,9.47,10,male,17,yes,hybrid,average,excellent,yes,middle,C,2.54,Not At Risk
4.52,83.4,2.55,4,4.94,3,9.85,5,male,23,yes,online,average,good,no,high,C,2.62,Not At Risk
7.59,49.16,3.09,1,5.97,4,10.95,6,female,24,no,offline,average,average,yes,low,C,2.64,Not At Risk
6.3,97.21,3.99,0,7.06,6,2.13,4,female,22,yes,offline,average,average,yes,middle,B,3.43,Not At Risk
4.48,48.55,3.22,4,7.83,6,9.59,2,female,16,no,hybrid,average,average,yes,low,C,2.91,Not At Risk
8.75,66.05,3.27,1,9.99,4,0.41,4,male,19,yes,online,good,poor,no,low,A,3.72,Not At Risk
6.39,61.62,1.11,2,9.74,0,3.97,8,male,22,yes,offline,average,poor,no,high,B,3.47,Not At Risk
6.65,66.78,1.62,1,4.12,2,7.22,3,male,18,no,offline,good,poor,no,middle,C,2.72,Not At Risk
2.72,87.71,2.66,5,4.93,1,10.36,1,male,26,yes,offline,poor,average,no,low,B,3.45,Not At Risk
2.5,71.39,1.31,0,7.27,3,1.46,5,male,22,yes,online,average,poor,yes,middle,D,2.13,At Risk
10.76,43.36,1.37,0,5.57,7,2.94,2,male,20,no,hybrid,good,good,no,middle,C,2.62,Not At Risk
10.76,60.91,3.16,6,7.01,4,1.56,7,female,22,yes,online,poor,average,yes,high,A,3.6,Not At Risk
5.74,89.82,2.34,7,9.14,4,0.08,1,male,27,yes,offline,average,excellent,yes,low,A,3.97,Not At Risk
11.22,40.43,3.5,6,9.09,3,3.48,4,female,20,no,hybrid,good,average,yes,high,A,3.83,Not At Risk
2.18,86.63,2.08,6,8.72,10,8.33,0,male,29,yes,offline,good,excellent,yes,high,D,2.19,At Risk
8.66,98.15,1.74,2,4.46,7,3.41,7,male,20,yes,offline,poor,poor,no,middle,C,2.51,Not At Risk
3.51,77.13,2.11,6,7.42,5,8.29,1,female,24,yes,online,good,average,no,high,B,3.08,Not At Risk
8.79,45.28,2.08,7,4.55,6,6.05,8,female,17,yes,online,poor,good,yes,middle,C,2.63,Not At Risk
7.18,99.76,1.99,5,7.78,0,11.05,9,female,25,no,offline,poor,average,yes,high,A,3.67,Not At Risk
3.7,40.92,3.49,6,4.74,9,2.64,5,female,22,yes,offline,poor,poor,no,middle,D,2.08,At Risk
4.14,93.36,3.32,1,4.52,9,10.1,5,female,23,yes,hybrid,poor,excellent,yes,low,F,1.18,At Risk
1.22,84.07,1.38,3,8.5,1,4.83,3,male,17,no,offline,poor,good,no,middle,C,2.52,Not At Risk
5.97,49.65,3.92,6,8.95,1,6.63,2,female,22,yes,online,poor,good,no,high,A,3.81,Not At Risk
10.56,69.48,1.83,3,8.87,1,0.7,10,female,27,yes,offline,average,poor,no,middle,A,3.56,Not At Risk
4.41,50.67,2.63,0,7.71,7,6.32,10,male,26,no,hybrid,poor,excellent,yes,middle,F,0.26,At Risk
1.47,85.7,3.13,2,5.56,6,5.24,4,male,25,no,online,average,average,yes,low,D,2.05,At Risk
3.2,56.63,3.85,3,4.1,8,3.65,4,male,17,yes,hybrid,good,average,no,low,D,2.17,At Risk
10.88,46.79,1.34,1,7.27,5,3.25,2,female,25,no,hybrid,good,good,yes,high,B,3.4,Not At Risk
7.96,76.82,2.82,6,8.8,10,11.49,0,female,17,no,hybrid,average,good,no,low,B,3.31,Not At Risk
10.94,97.35,1.66,2,9.72,10,0.54,8,female,22,yes,hybrid,good,poor,yes,middle,C,2.95,Not At Risk
1.55,48.69,1.55,5,4.06,10,4.5,6,female,25,yes,offline,average,excellent,yes,low,F,1.78,At Risk
9.99,75.94,1.83,5,4.38,5,10.33,9,male,16,yes,online,poor,average,no,middle,C,2.71,Not At Risk
5.35,77.43,2.78,4,4.37,8,7.71,4,female,18,yes,hybrid,good,good,no,high,D,2.16,At Risk
9.16,49.69,1.23,2,5.89,5,4.88,2,female,22,no,offline,good,good,no,low,B,3.08,Not At Risk
8.25,71.6,1.59,2,8.06,8,8.59,10,male,21,no,online,average,good,no,high,F,0.26,At Risk
0.99,96.9,1.9,4,6.34,3,7.45,2,male,28,yes,hybrid,poor,good,yes,low,C,2.68,Not At Risk
8.71,94.07,3.2,5,8.79,6,3.15,2,female,18,yes,hybrid,poor,good,no,low,A,3.87,Not At Risk
11.57,88.68,1.13,7,4.17,7,0.95,5,female,22,yes,offline,average,average,yes,high,A,3.78,Not At Risk
2.59,90.92,1.08,3,6.02,5,4.85,2,female,16,no,offline,poor,good,no,middle,C,2.81,Not At Risk
11.76,85.21,2.93,0,5.78,10,5.65,9,male,29,no,online,average,excellent,no,middle,D,2.48,At Risk
7.58,85.99,3.81,6,9.96,7,11.19,7,female,22,yes,hybrid,poor,average,yes,low,B,3.49,Not At Risk
4.11,81.93,3.49,7,8.63,10,9.26,0,female,29,yes,online,average,average,no,high,B,3.01,Not At Risk
9.06,52.76,3.85,2,9.95,6,11.46,9,female,18,no,online,good,excellent,no,high,C,2.82,Not At Risk
3.57,95.54,2.48,3,4.73,2,4.29,2,male,16,no,hybrid,average,poor,no,middle,B,3.23,Not At Risk
11.04,69.79,3.4,5,9.76,0,4.97,9,male,16,yes,hybrid,poor,poor,no,middle,A,3.51,Not At Risk
2.05,52.98,2.66,6,8.93,4,7.26,3,female,25,no,online,average,average,yes,high,C,2.7,Not At Risk
10.54,72.63,1.4,4,6.54,5,2.47,9,female,20,yes,offline,good,poor,yes,high,B,3.39,Not At Risk
8.02,98.71,3.82,6,6.53,4,8.85,4,male,29,no,hybrid,average,average,no,low,A,3.61,Not At Risk
9.24,83.58,3.85,2,5.48,4,6.05,10,female,29,yes,hybrid,average,good,no,low,B,3.27,Not At Risk
2.85,53.29,2.44,0,7.61,5,4.61,3,female,29,no,hybrid,poor,average,no,low,D,2.39,At Risk
5.36,74.78,1.6,2,5.79,10,6.71,2,female,23,no,offline,good,excellent,yes,low,F,1.01,At Risk
2.91,80.19,2.56,6,5.99,1,9.11,5,male,25,no,online,average,excellent,no,middle,B,3.33,Not At Risk
11.27,71.36,2.63,6,8.64,3,0.1,8,male,24,no,online,good,average,no,high,A,3.64,Not At Risk
4.16,56.15,3.1,3,4.34,6,11.52,4,female,22,yes,offline,good,poor,yes,middle,D,2.14,At Risk
4.6,50.38,3.53,2,9.52,5,2.65,1,male,18,no,hybrid,good,poor,yes,middle,B,3.29,Not At Risk
4.72,75.82,2.35,0,9.18,1,9.44,8,female,16,yes,hybrid,poor,poor,yes,middle,C,2.68,Not At Risk
6.63,70.25,2.34,6,5.86,0,0.8,4,female,19,no,hybrid,average,average,no,low,A,3.71,Not At Risk
6.1,94.67,3.48,3,7.72,4,3.76,8,female,24,yes,offline,average,excellent,yes,high,B,3.11,Not At Risk
0.0,46.99,1.04,0,6.66,3,9.85,10,male,17,no,online,poor,good,yes,high,F,1.74,At Risk
9.36,93.92,2.18,2,8.07,4,2.97,8,female,16,no,offline,good,excellent,no,middle,B,3.34,Not At Risk
9.32,43.3,1.47,0,4.55,1,10.69,4,male,19,no,offline,poor,average,no,low,C,2.68,Not At Risk
3.07,87.29,1.86,2,6.37,5,3.22,9,female,25,yes,online,good,poor,yes,low,D,2.22,At Risk
0.32,59.64,3.09,1,7.84,1,9.57,0,male,27,no,hybrid,good,average,no,low,C,2.68,Not At Risk
2.05,82.89,2.55,7,8.06,8,4.44,5,male,28,yes,hybrid,poor,poor,yes,low,D,2.08,At Risk
1.67,97.84,2.97,5,6.28,2,1.54,0,female,22,no,offline,average,average,yes,middle,A,3.96,Not At Risk
1.86,50.35,2.67,1,6.7,3,3.99,1,male,29,yes,offline,poor,good,no,middle,C,2.69,Not At Risk
3.46,99.4,3.89,6,9.25,9,10.24,4,female,16,yes,online,average,average,yes,middle,C,2.7,Not At Risk
10.2,71.43,2.89,2,4.82,8,9.89,0,female,23,no,hybrid,average,good,yes,middle,B,3.31,Not At Risk
5.92,55.13,2.37,6,5.28,2,7.91,2,female,20,no,offline,average,poor,no,middle,B,3.11,Not At Risk
1.42,84.77,3.27,0,5.64,8,0.29,0,female,23,yes,offline,average,good,no,low,D,2.25,At Risk
1.54,87.79,2.12,0,7.4,10,0.57,5,male,20,no,hybrid,average,excellent,no,middle,F,1.55,At Risk
0.07,88.09,2.62,5,7.63,10,4.05,9,male,29,no,online,good,poor,no,middle,F,1.82,At Risk
0.26,82.49,3.53,4,4.78,9,6.25,9,female,29,yes,hybrid,good,good,yes,high,F,1.04,At Risk
7.32,59.2,1.33,1,5.73,3,1.29,7,male,28,yes,hybrid,average,excellent,no,high,C,2.58,Not At Risk
9.58,95.16,1.29,1,5.49,10,10.9,3,female,21,yes,hybrid,poor,good,yes,low,D,2.33,At Risk
11.07,42.98,2.08,3,8.54,2,7.39,5,female,24,yes,offline,good,excellent,no,low,A,3.62,Not At Risk
6.78,43.77,1.1,4,8.67,10,4.71,4,female,28,no,offline,poor,average,yes,high,F,1.44,At Risk
4.66,41.39,3.24,5,7.62,10,1.44,9,male,21,yes,hybrid,average,average,yes,low,F,1.34,At Risk
11.94,76.8,2.83,5,9.77,6,6.41,10,female,29,no,hybrid,good,good,no,low,A,3.78,Not At Risk
5.98,67.01,3.03,6,4.08,8,3.61,9,female,21,yes,online,poor,excellent,no,high,D,2.09,At Risk
6.12,75.45,1.26,4,4.07,7,4.64,1,male,25,yes,hybrid,good,poor,no,low,C,2.85,Not At Risk
10.71,72.96,3.09,7,9.8,6,7.62,1,male,22,no,online,good,poor,no,middle,A,3.71,Not At Risk
8.87,47.12,3.15,2,8.06,1,8.81,9,male,19,yes,hybrid,average,average,no,low,B,3.05,Not At Risk
11.08,49.63,3.44,3,9.22,5,3.98,0,female,17,yes,online,poor,poor,yes,middle,A,3.81,Not At Risk
11.04,86.34,3.24,2,7.33,7,0.91,10,female,17,no,offline,average,good,no,high,B,3.09,Not At Risk
6.42,70.35,3.4,5,8.82,3,5.23,5,female,21,no,offline,average,poor,yes,low,A,4.0,Not At Risk
8.47,49.69,2.25,2,9.25,0,6.48,5,female,21,yes,hybrid,good,poor,no,low,A,3.71,Not At Risk
1.77,74.7,1.61,3,5.35,3,0.93,5,female,23,no,online,poor,poor,no,high,C,2.93,Not At Risk
4.25,46.39,2.57,0,6.57,5,10.49,6,female,21,yes,hybrid,average,poor,yes,low,F,0.5,At Risk
10.19,50.85,2.11,4,8.72,6,0.02,3,female,20,yes,online,good,average,yes,middle,A,3.87,Not At Risk
6.1,77.57,3.24,1,9.14,4,6.74,10,male,22,yes,hybrid,poor,good,no,high,C,2.66,Not At Risk
